,Simbolo,Volumen Negociación,Precio Ponderado,Precio Apertura,Precio Cierre,Precio Alto,Precio Bajo,Fecha,Transacciones
238,TSLA,175862722.0,163.802,174.87,160.95,175.05,156.91,2022-12-13 05:00:00,2031801
239,TSLA,140682338.0,158.1331,159.25,156.8,161.62,155.31,2022-12-14 05:00:00,1524661
240,TSLA,122306559.0,157.5867,153.44,157.67,160.9299,153.28,2022-12-15 05:00:00,1220437
241,TSLA,139032175.0,152.099,159.635,150.23,160.99,150.04,2022-12-16 05:00:00,1253607
242,TSLA,139390634.0,150.5498,154.0,149.87,155.25,145.82,2022-12-19 05:00:00,1358579
243,TSLA,159495767.0,142.6928,146.05,137.8,148.47,137.66,2022-12-20 05:00:00,1664085
244,TSLA,145349224.0,138.7148,139.335,137.57,141.26,135.89,2022-12-21 05:00:00,1332563
245,TSLA,210009450.0,127.7514,136.0,125.35,136.63,122.26,2022-12-22 05:00:00,2022631
246,TSLA,166989688.0,123.9185,126.37,123.15,128.6173,121.02,2022-12-23 05:00:00,1560091
247,TSLA,208643444.0,113.4453,117.495,109.1,119.67,108.76,2022-12-27 05:00:00,2057258
248,TSLA,220957487.0,111.9452,110.35,112.71,116.27,108.24,2022-12-28 05:00:00,2046310
249,TSLA,221899313.0,120.554,120.385,121.82,123.57,117.495,2022-12-29 05:00:00,1902588
250,TSLA,157777339.0,122.1341,119.95,123.18,124.48,119.75,2022-12-30 05:00:00,1506729
